ID,Longitude,Latitude,kod.pocztowy,creationDate,year,geom,miasto,powiat,woj,dzielnica,sklep
222,50.764774,16.27754,58-300,2017-05-22,2017,"50.764774,16.27754",,,województwo dolnośląskie,Śródmieście,
223,50.823547,16.268236,58-309,2019-04-24,2019,"50.823547,16.268236",,,województwo dolnośląskie,Podzamcze,Żabka
224,50.76952,16.27723,58-300,2017-05-23,2017,"50.76952,16.27723",,,województwo dolnośląskie,Śródmieście,
225,50.805,16.282,58-300,2019-06-01,2019,"50.805,16.282",,,województwo dolnośląskie,Piaskowa Góra,
226,50.820694,16.273333,58-316,2017-01-23,2017,"50.820694,16.273333",,,województwo dolnośląskie,Podzamcze,Żabka
227,50.591,16.812,57-200,2019-01-25,2019,"50.591,16.812",Ząbkowice Śląskie,powiat ząbkowicki,województwo dolnośląskie,,
228,50.95929,16.345211,58-150,2017-07-17,2017,"50.95929,16.345211",Strzegom,powiat świdnicki,województwo dolnośląskie,,
229,50.903774,14.956483,59-920,2020-04-12,2020,"50.903774,14.956483",Bogatynia,powiat zgorzelecki,województwo dolnośląskie,,
230,50.808857,16.284971,58-300,2018-03-12,2018,"50.808857,16.284971",,,województwo dolnośląskie,Piaskowa Góra,
231,51.10308,17.094921,51-631,2018-12-26,2018,"51.10308,17.094921",,,województwo dolnośląskie,Biskupin,
232,51.075447,16.992907,53-027,2018-03-10,2018,"51.075447,16.992907",,,województwo dolnośląskie,Krzyki,
233,50.681114,16.620977,58-260,2018-06-03,2018,"50.681114,16.620977",Bielawa,powiat dzierżoniowski,województwo dolnośląskie,,
234,51.418293,15.902501,59-140,2017-04-15,2017,"51.418293,15.902501",Chocianów,powiat polkowicki,województwo dolnośląskie,,Viola
235,51.17457,17.192814,55-095,2020-08-30,2020,"51.17457,17.192814",,powiat wrocławski,województwo dolnośląskie,,
236,50.728,16.652,58-200,2020-01-04,2020,"50.728,16.652",Dzierżoniów,powiat dzierżoniowski,województwo dolnośląskie,,
237,50.40479,16.390175,57-340,2019-06-04,2019,"50.40479,16.390175",Duszniki-Zdrój,powiat kłodzki,województwo dolnośląskie,,
238,51.057,16.19,59-400,2019-12-24,2019,"51.057,16.19",Jawor,powiat jaworski,województwo dolnośląskie,,
239,51.05102,16.192879,59-400,2018-05-16,2018,"51.05102,16.192879",Jawor,powiat jaworski,województwo dolnośląskie,,
240,50.78245,16.029095,58-400,2017-03-24,2017,"50.78245,16.029095",Kamienna Góra,powiat kamiennogórski,województwo dolnośląskie,,
241,50.774986,15.754908,58-540,2021-03-28,2021,"50.774986,15.754908",Karpacz,powiat karkonoski,województwo dolnośląskie,,
242,51.02203,17.00378,52-200,2019-01-31,2019,"51.02203,17.00378",,powiat wrocławski,województwo dolnośląskie,,Żabka
243,51.095867,16.943089,54-617,2020-10-08,2020,"51.095867,16.943089",,,województwo dolnośląskie,Osiedle Muchobór Wielki,
244,51.13343,17.029806,51-109,2019-12-20,2019,"51.13343,17.029806",,,województwo dolnośląskie,Różanka,
245,51.064,16.984,52-314,2019-08-20,2019,"51.064,16.984",,,województwo dolnośląskie,Klecina,
246,51.177628,16.999743,51-180,2020-03-16,2020,"51.177628,16.999743",,,województwo dolnośląskie,Osiedle Lipa Piotrowska,
247,51.06117,17.02827,52-222,2020-08-15,2020,"51.06117,17.02827",,,województwo dolnośląskie,Ołtaszyn,
248,51.08509,17.045237,50-543,2019-03-10,2019,"51.08509,17.045237",,,województwo dolnośląskie,Osiedle Huby,
249,51.261574,15.573907,59-700,2020-09-27,2020,"51.261574,15.573907",Bolesławiec,powiat bolesławiecki,województwo dolnośląskie,,
250,51.142082,17.16967,52-111,2020-04-10,2020,"51.142082,17.16967",,powiat wrocławski,województwo dolnośląskie,,
251,50.766865,16.281961,58-300,2017-03-28,2017,"50.766865,16.281961",,,województwo dolnośląskie,Śródmieście,
252,50.740223,16.650557,58-200,2018-11-04,2018,"50.740223,16.650557",Dzierżoniów,powiat dzierżoniowski,województwo dolnośląskie,Nowe Miasto,
253,51.03465,17.343426,55-220,2017-01-07,2017,"51.03465,17.343426",Jelcz-Laskowice,powiat oławski,województwo dolnośląskie,Laskowice,
254,51.226,16.163,59-220,2020-05-14,2020,"51.226,16.163",,,województwo dolnośląskie,Przedmieście Głogowskie,
255,50.841774,16.483122,58-100,2019-05-09,2019,"50.841774,16.483122",Świdnica,powiat świdnicki,województwo dolnośląskie,Osiedle Młodych,
256,51.03413,16.967258,55-040,2018-07-22,2018,"51.03413,16.967258",,powiat wrocławski,województwo dolnośląskie,,
257,50.90191,14.972117,59-920,2017-03-15,2017,"50.90191,14.972117",Bogatynia,powiat zgorzelecki,województwo dolnośląskie,,
258,51.261177,15.557767,59-700,2019-03-27,2019,"51.261177,15.557767",Bolesławiec,powiat bolesławiecki,województwo dolnośląskie,,
259,51.264126,15.560452,59-700,2020-04-30,2020,"51.264126,15.560452",Bolesławiec,powiat bolesławiecki,województwo dolnośląskie,,
260,51.263252,15.586239,59-700,2020-01-24,2020,"51.263252,15.586239",Bolesławiec,powiat bolesławiecki,województwo dolnośląskie,,
261,51.27027,16.704205,56-120,2018-10-24,2018,"51.27027,16.704205",Brzeg Dolny,powiat wołowski,województwo dolnośląskie,,
262,51.2674,16.70079,56-120,2020-03-27,2020,"51.2674,16.70079",Brzeg Dolny,powiat wołowski,województwo dolnośląskie,,Żabka
263,50.299553,16.649887,57-500,2019-09-16,2019,"50.299553,16.649887",Bystrzyca Kłodzka,powiat kłodzki,województwo dolnośląskie,,
264,51.272,15.932,59-225,2020-12-14,2020,"51.272,15.932",Chojnów,powiat legnicki,województwo dolnośląskie,,
265,50.401474,16.391466,57-340,2020-12-30,2020,"50.401474,16.391466",Duszniki-Zdrój,powiat kłodzki,województwo dolnośląskie,,
266,51.40065,16.206343,59-300,2020-07-09,2020,"51.40065,16.206343",Lubin,powiat lubiński,województwo dolnośląskie,,
267,50.944386,17.289238,55-200,2017-03-30,2017,"50.944386,17.289238",Oława,powiat oławski,województwo dolnośląskie,,Żabka
268,51.53095,17.275045,56-300,2019-02-13,2019,"51.53095,17.275045",Milicz,powiat milicki,województwo dolnośląskie,,
269,51.16328,17.156027,55-095,2019-05-03,2019,"51.16328,17.156027",,powiat wrocławski,województwo dolnośląskie,,
270,51.20807,17.379484,56-400,2020-07-24,2020,"51.20807,17.379484",Oleśnica,powiat oleśnicki,województwo dolnośląskie,,
271,51.214096,17.393887,56-400,2019-08-27,2019,"51.214096,17.393887",Oleśnica,powiat oleśnicki,województwo dolnośląskie,,
272,51.21321,17.387762,56-400,2018-06-04,2018,"51.21321,17.387762",Oleśnica,powiat oleśnicki,województwo dolnośląskie,,
273,50.72743,16.653841,58-200,2020-08-15,2020,"50.72743,16.653841",Dzierżoniów,powiat dzierżoniowski,województwo dolnośląskie,,
274,50.72995,16.65352,58-200,2018-10-02,2018,"50.72995,16.65352",Dzierżoniów,powiat dzierżoniowski,województwo dolnośląskie,,
275,50.7388,16.63984,58-200,2018-12-09,2018,"50.7388,16.63984",Dzierżoniów,powiat dzierżoniowski,województwo dolnośląskie,,
276,51.652798,16.0639,67-200,2018-02-18,2018,"51.652798,16.0639",Głogów,powiat głogowski,województwo dolnośląskie,Paulinów,
277,51.665565,16.083729,67-200,2021-03-30,2021,"51.665565,16.083729",Głogów,powiat głogowski,województwo dolnośląskie,,
278,51.654453,16.071451,67-200,2017-07-15,2017,"51.654453,16.071451",Głogów,powiat głogowski,województwo dolnośląskie,Paulinów,
279,51.657932,16.076225,67-200,2019-06-14,2019,"51.657932,16.076225",Głogów,powiat głogowski,województwo dolnośląskie,,
280,51.64937,16.076189,67-200,2017-03-18,2017,"51.64937,16.076189",Głogów,powiat głogowski,województwo dolnośląskie,Paulinów,
281,51.0284,15.415197,59-620,2017-10-10,2017,"51.0284,15.415197",Gryfów Śląski,powiat lwówecki,województwo dolnośląskie,,Żabka
282,50.865005,15.678965,58-500,2020-12-12,2020,"50.865005,15.678965",,,województwo dolnośląskie,Cieplice Śląskie-Zdrój,
283,51.032555,16.760658,55-080,2020-06-13,2020,"51.032555,16.760658",Kąty Wrocławskie,powiat wrocławski,województwo dolnośląskie,,
284,50.433933,16.644566,57-300,2017-06-10,2017,"50.433933,16.644566",Kłodzko,powiat kłodzki,województwo dolnośląskie,,
285,50.43233,16.650898,57-300,2017-06-14,2017,"50.43233,16.650898",Kłodzko,powiat kłodzki,województwo dolnośląskie,,
286,50.97073,16.930998,55-040,2017-12-04,2017,"50.97073,16.930998",,powiat wrocławski,województwo dolnośląskie,,
287,51.212883,17.372116,56-400,2020-09-08,2020,"51.212883,17.372116",Oleśnica,powiat oleśnicki,województwo dolnośląskie,Rataje,
288,51.207237,17.388573,56-400,2017-10-15,2017,"51.207237,17.388573",Oleśnica,powiat oleśnicki,województwo dolnośląskie,,
289,51.209305,17.389246,56-400,2018-01-15,2018,"51.209305,17.389246",Oleśnica,powiat oleśnicki,województwo dolnośląskie,,
290,51.500347,16.069324,59-100,2018-08-24,2018,"51.500347,16.069324",Polkowice,powiat polkowicki,województwo dolnośląskie,,
291,51.499954,16.042965,59-100,2020-12-26,2020,"51.499954,16.042965",Polkowice,powiat polkowicki,województwo dolnośląskie,,
292,51.50838,16.068554,59-100,2018-06-06,2018,"51.50838,16.068554",Polkowice,powiat polkowicki,województwo dolnośląskie,,
293,51.5053,16.075783,59-100,2020-09-18,2020,"51.5053,16.075783",Polkowice,powiat polkowicki,województwo dolnośląskie,,
294,51.51116,16.072777,59-101,2017-02-15,2017,"51.51116,16.072777",Polkowice,powiat polkowicki,województwo dolnośląskie,,
295,51.507454,16.06951,59-100,2019-08-22,2019,"51.507454,16.06951",Polkowice,powiat polkowicki,województwo dolnośląskie,,
296,51.503075,16.077856,59-100,2021-02-12,2021,"51.503075,16.077856",Polkowice,powiat polkowicki,województwo dolnośląskie,,Żabka
297,51.50467,16.072737,59-100,2017-04-01,2017,"51.50467,16.072737",Polkowice,powiat polkowicki,województwo dolnośląskie,,Żabka
298,51.504967,16.068933,59-100,2019-12-17,2019,"51.504967,16.068933",Polkowice,powiat polkowicki,województwo dolnośląskie,,
299,51.026604,17.157011,55-011,2020-01-14,2020,"51.026604,17.157011",Siechnice,powiat wrocławski,województwo dolnośląskie,,
300,50.82898,15.518621,58-580,2017-09-27,2017,"50.82898,15.518621",Szklarska Poręba,powiat karkonoski,województwo dolnośląskie,,
301,51.089294,16.891537,55-080,2017-11-08,2017,"51.089294,16.891537",,powiat wrocławski,województwo dolnośląskie,,
302,50.341686,16.887487,57-540,2020-09-27,2020,"50.341686,16.887487",Lądek-Zdrój,powiat kłodzki,województwo dolnośląskie,,
303,50.344917,16.872736,57-540,2018-04-18,2018,"50.344917,16.872736",Lądek-Zdrój,powiat kłodzki,województwo dolnośląskie,,
304,51.195,16.178,59-220,2021-01-08,2021,"51.195,16.178",,,województwo dolnośląskie,Osiedle Mikołaja Kopernika,
305,51.193,16.177,59-220,2018-04-12,2018,"51.193,16.177",,,województwo dolnośląskie,Osiedle Mikołaja Kopernika,
306,51.204,16.16,59-220,2018-01-17,2018,"51.204,16.16",,,województwo dolnośląskie,,
307,51.199,16.155,59-220,2018-10-15,2018,"51.199,16.155",,,województwo dolnośląskie,,
308,51.201015,16.211664,59-220,2017-10-23,2017,"51.201015,16.211664",,,województwo dolnośląskie,,
309,51.2,16.146,59-220,2017-12-16,2017,"51.2,16.146",,,województwo dolnośląskie,,
310,51.198185,16.20241,59-220,2017-04-21,2017,"51.198185,16.20241",,,województwo dolnośląskie,Osiedle Mikołaja Kopernika,
311,51.20151,16.18328,59-220,2020-09-28,2020,"51.20151,16.18328",,,województwo dolnośląskie,Osiedle Mikołaja Kopernika,
312,51.204,16.152,59-220,2017-01-13,2017,"51.204,16.152",,,województwo dolnośląskie,,
313,51.207123,16.189808,59-220,2020-03-18,2020,"51.207123,16.189808",,,województwo dolnośląskie,Osiedle Mikołaja Kopernika,Galeria DGB
314,51.199272,16.219082,59-220,2019-12-21,2019,"51.199272,16.219082",,,województwo dolnośląskie,,
315,51.11918,15.288793,59-800,2019-02-10,2019,"51.11918,15.288793",Lubań,powiat lubański,województwo dolnośląskie,,
316,51.118942,15.271364,59-800,2017-08-07,2017,"51.118942,15.271364",Lubań,powiat lubański,województwo dolnośląskie,,Żabka
317,51.396553,16.19911,59-300,2018-10-12,2018,"51.396553,16.19911",Lubin,powiat lubiński,województwo dolnośląskie,,
318,51.380486,16.211077,59-300,2019-05-28,2019,"51.380486,16.211077",Lubin,powiat lubiński,województwo dolnośląskie,,
319,51.40657,16.206526,59-300,2020-02-24,2020,"51.40657,16.206526",Lubin,powiat lubiński,województwo dolnośląskie,,Żabka
320,51.40703,16.17693,59-300,2019-08-30,2019,"51.40703,16.17693",Lubin,powiat lubiński,województwo dolnośląskie,,Żabka
321,51.40235,16.192038,59-300,2019-09-22,2019,"51.40235,16.192038",Lubin,powiat lubiński,województwo dolnośląskie,Stary Lubin,
322,51.39236,16.204504,59-300,2019-06-21,2019,"51.39236,16.204504",Lubin,powiat lubiński,województwo dolnośląskie,,
323,51.403767,16.170776,59-300,2019-07-15,2019,"51.403767,16.170776",Lubin,powiat lubiński,województwo dolnośląskie,,
324,50.87859,16.580856,58-124,2017-08-30,2017,"50.87859,16.580856",,powiat świdnicki,województwo dolnośląskie,,
325,50.578964,16.501642,57-400,2020-07-02,2020,"50.578964,16.501642",Nowa Ruda,powiat kłodzki,województwo dolnośląskie,,
326,50.94046,17.29705,55-200,2017-09-25,2017,"50.94046,17.29705",Oława,powiat oławski,województwo dolnośląskie,,
327,50.942898,17.300116,55-200,2019-01-25,2019,"50.942898,17.300116",Oława,powiat oławski,województwo dolnośląskie,,
328,50.941055,17.299988,55-200,2020-04-12,2020,"50.941055,17.299988",Oława,powiat oławski,województwo dolnośląskie,,
329,50.68184,16.75313,58-240,2018-07-10,2018,"50.68184,16.75313",Piława Górna,powiat dzierżoniowski,województwo dolnośląskie,,
330,51.308,17.065,55-100,2019-09-04,2019,"51.308,17.065",Trzebnica,powiat trzebnicki,województwo dolnośląskie,,
331,51.129,17.152,51-361,2018-12-17,2018,"51.129,17.152",,powiat wrocławski,województwo dolnośląskie,,
332,51.33647,16.645596,56-100,2019-04-28,2019,"51.33647,16.645596",Wołów,powiat wołowski,województwo dolnośląskie,,
333,51.122433,16.995584,54-232,2019-08-21,2019,"51.122433,16.995584",,,województwo dolnośląskie,Popowice,Żabka
334,51.18445,17.02843,51-180,2018-09-20,2018,"51.18445,17.02843",,powiat trzebnicki,województwo dolnośląskie,,Żabka
335,51.050987,17.003117,52-200,2018-07-25,2018,"51.050987,17.003117",,powiat wrocławski,województwo dolnośląskie,,
336,50.404167,16.512415,57-320,2021-01-10,2021,"50.404167,16.512415",Polanica-Zdrój,powiat kłodzki,województwo dolnośląskie,,
337,50.406,16.511,57-320,2017-10-14,2017,"50.406,16.511",Polanica-Zdrój,powiat kłodzki,województwo dolnośląskie,,
338,51.272495,16.36522,59-230,2019-12-19,2019,"51.272495,16.36522",Prochowice,powiat legnicki,województwo dolnośląskie,,
339,51.03244,17.14888,55-011,2018-02-13,2018,"51.03244,17.14888",Siechnice,powiat wrocławski,województwo dolnośląskie,,
340,51.08513,16.907164,55-080,2020-08-31,2020,"51.08513,16.907164",,powiat wrocławski,województwo dolnośląskie,,
341,51.086884,16.910385,55-080,2017-07-02,2017,"51.086884,16.910385",,powiat wrocławski,województwo dolnośląskie,,Żabka
342,50.792255,16.254148,58-304,2019-01-05,2019,"50.792255,16.254148",,,województwo dolnośląskie,,
343,50.842,16.494,58-100,2018-04-19,2018,"50.842,16.494",Świdnica,powiat świdnicki,województwo dolnośląskie,,
344,50.84832,16.466116,58-105,2020-03-23,2020,"50.84832,16.466116",Świdnica,powiat świdnicki,województwo dolnośląskie,Osiedle Młodych,
345,50.858944,16.48516,58-100,2019-12-10,2019,"50.858944,16.48516",Świdnica,powiat świdnicki,województwo dolnośląskie,,Żabka
346,50.844944,16.483015,58-100,2019-09-11,2019,"50.844944,16.483015",Świdnica,powiat świdnicki,województwo dolnośląskie,Osiedle Młodych,
347,50.864704,16.311636,58-160,2017-02-21,2017,"50.864704,16.311636",Świebodzice,powiat świdnicki,województwo dolnośląskie,Osiedle Piastowskie,
348,50.908,15.333,59-850,2017-08-12,2017,"50.908,15.333",Świeradów-Zdrój,powiat lubański,województwo dolnośląskie,Góreczno,
349,51.366108,17.466803,56-416,2021-01-12,2021,"51.366108,17.466803",Twardogóra,powiat oleśnicki,województwo dolnośląskie,,
350,50.764236,16.281887,58-300,2020-04-22,2020,"50.764236,16.281887",,,województwo dolnośląskie,Śródmieście,
351,50.77182,16.29462,58-300,2019-04-10,2019,"50.77182,16.29462",,,województwo dolnośląskie,Nowe Miasto,
352,50.784134,16.285036,58-302,2020-08-25,2020,"50.784134,16.285036",,,województwo dolnośląskie,Stary Zdrój,Żabka
353,50.766193,16.282711,58-300,2021-02-07,2021,"50.766193,16.282711",,,województwo dolnośląskie,Śródmieście,
354,50.822754,16.280489,58-316,2018-01-14,2018,"50.822754,16.280489",,,województwo dolnośląskie,Podzamcze,
355,50.82339,16.276228,58-316,2019-02-06,2019,"50.82339,16.276228",,,województwo dolnośląskie,Podzamcze,
356,51.562977,16.691975,56-210,2020-01-24,2020,"51.562977,16.691975",Wąsosz,powiat górowski,województwo dolnośląskie,,
357,51.156567,15.01099,59-900,2021-03-26,2021,"51.156567,15.01099",Zgorzelec,powiat zgorzelecki,województwo dolnośląskie,,
358,51.15015,15.005686,59-900,2018-07-17,2018,"51.15015,15.005686",Zgorzelec,powiat zgorzelecki,województwo dolnośląskie,Ujazd,
359,51.150314,15.013933,59-900,2019-10-10,2019,"51.150314,15.013933",Zgorzelec,powiat zgorzelecki,województwo dolnośląskie,,
360,51.15652,15.007394,59-900,2019-11-12,2019,"51.15652,15.007394",Zgorzelec,powiat zgorzelecki,województwo dolnośląskie,,Żabka
361,51.14975,15.008066,59-900,2018-08-29,2018,"51.14975,15.008066",Zgorzelec,powiat zgorzelecki,województwo dolnośląskie,Ujazd,
362,50.940357,16.494999,58-130,2019-08-25,2019,"50.940357,16.494999",Żarów,powiat świdnicki,województwo dolnośląskie,,
363,51.386585,16.21246,59-300,2018-01-01,2018,"51.386585,16.21246",Lubin,powiat lubiński,województwo dolnośląskie,,Żabka
364,51.066643,16.989885,53-019,2019-01-28,2019,"51.066643,16.989885",,,województwo dolnośląskie,Krzyki,Pro Office
365,51.12692,17.027906,50-227,2018-01-13,2018,"51.12692,17.027906",,,województwo dolnośląskie,Kleczków,
366,51.088234,17.013033,53-317,2019-08-24,2019,"51.088234,17.013033",,,województwo dolnośląskie,Powstańców Śląskich,
367,51.065865,16.989939,53-030,2017-09-19,2017,"51.065865,16.989939",,,województwo dolnośląskie,Krzyki,
368,50.682465,16.609018,58-260,2017-09-05,2017,"50.682465,16.609018",Bielawa,powiat dzierżoniowski,województwo dolnośląskie,,Żabka
369,51.64751,16.11677,67-200,2018-04-19,2018,"51.64751,16.11677",Głogów,powiat głogowski,województwo dolnośląskie,Żarków Górny,
370,51.15238,16.932388,54-112,2017-06-09,2017,"51.15238,16.932388",,,województwo dolnośląskie,Osiedle Maślice,Żabka
371,51.147846,17.078835,51-167,2019-12-16,2019,"51.147846,17.078835",,,województwo dolnośląskie,Osiedle Sołtysowice,
372,51.113693,17.021133,53-659,2020-10-20,2020,"51.113693,17.021133",,,województwo dolnośląskie,Szczepin,
373,50.783,16.033,58-400,2020-03-05,2020,"50.783,16.033",Kamienna Góra,powiat kamiennogórski,województwo dolnośląskie,,
374,50.738476,16.65558,58-200,2018-07-29,2018,"50.738476,16.65558",Dzierżoniów,powiat dzierżoniowski,województwo dolnośląskie,Nowe Miasto,
375,51.087486,17.053865,50-505,2020-11-12,2020,"51.087486,17.053865",,,województwo dolnośląskie,Tarnogaj,
376,51.02994,17.334175,55-220,2018-11-29,2018,"51.02994,17.334175",Jelcz-Laskowice,powiat oławski,województwo dolnośląskie,Laskowice,
377,50.77389,15.732425,58-540,2020-08-10,2020,"50.77389,15.732425",Karpacz,powiat karkonoski,województwo dolnośląskie,,
378,51.526623,15.783439,59-170,2019-04-06,2019,"51.526623,15.783439",Przemków,powiat polkowicki,województwo dolnośląskie,,Rossmann
